cons_id,def_id,english,arabic
3595,122226,Enable logging of CDR Engine Queries.,فعّل الولوج لكل استفهامات CDR Engine
3596,122227,Enable logging of miscellaneous activities.,فعّل الولوج للنشاطات المتفرقة
3597,122228,Enable logging of ordering activities.,فعّل الولوج لنشاطات الطلب
3598,122229,Enable logging of patient record modifications.,فعّل الولوج لتعديلات سجل المريض
3599,122230,Enable logging of scheduling activities.,فعّل الولوج لنشاطات جدولة المواعيد
3600,122231,Enable logging of security and administration activities.,فعّل الولوج لنشاطات الحماية و الإدارة
3601,,Enable MedEx Communication Service,
3602,,Enable NewCrop eRx import status message,
3603,122232,Enable NewCrop eRx Service,فعّل خدمة NewCrop eRx
3604,,Enable NewCrop eRx Service.,
3605,,Enable OAuth2 Password Grant (Not considered secure),
3606,,Enable OAuth2 Password Grant. Recommend turning this setting off for production server. Recommend only using for testing.,
3607,,Enable Office Ally Insurance Eligibility,
3608,122233,Enable Offsite Patient Portal,فعّل بوابة المريض خارج الموقع
3609,122234,Enable Offsite Patient Portal.,فعّل بوابة المريض خارج الموقع
3610,,Enable only one type of portal by checking the relevant check-box,
3611,122235,Enable Onsite Patient Portal,فعّل بوابة المريض داخل الموقع
3612,,Enable Onsite Patient Portal Document Download,
3613,,Enable Onsite Patient Portal new patient to self register.,
3614,122236,Enable Onsite Patient Portal.,فعّل بوابة المريض داخل الموقع
3615,,"Enable OpenEMR FHIR System Scopes (Recommended Off, Turn on only if you know what you are doing)",
3616,,Enable OpenEMR FHIR System Scopes.,
3617,,Enable OpenEMR Patient Portal FHIR REST API (EXPERIMENTAL),
3618,,Enable OpenEMR Patient Portal FHIR RESTful API.,
3619,,Enable OpenEMR Patient Portal REST API (EXPERIMENTAL),
3620,,Enable OpenEMR Patient Portal RESTful API.,
3621,,Enable OpenEMR REST API,
3622,,Enable OpenEMR RESTful API. SSL Required,
3623,,Enable OpenEMR Standard FHIR REST API,
3624,,Enable OpenEMR Standard FHIR RESTful API.,
3625,,Enable OpenEMR Standard REST API,
3626,,Enable OpenEMR Standard RESTful API.,
3627,,Enable Patient Portal,
3628,,Enable Patient Portal Document Download,
3629,,Enable Patient Portal new patient to self register.,
3630,122237,Enable Patient Reminder Widget,فعّل اداة تذكير المريض
3631,,Enable percent-based price levels,
3632,122238,Enable phiMail Direct Messaging Service,فعّل خدمة phiMail للإرسال المباشر
3633,,Enable Posting,
3634,122239,Enable Prompting For Automated Measure Calculations (AMC) Required Data,فعّل تحفيز البيانات المطلوبة لقياس الحسابات الألي (AMC)
3635,,Enable Random Drug Testing,
3636,122240,Enable Reporting of Tracking Date For Automated Measure Calculations (AMC),فعّل التقرير لتتبع اليوم لقياس الحسابات الألي (AMC)
3637,,Enable Save and Close,
3638,122241,Enable Scanner Support,فعّل دعم الماسح الضوئي
3639,,Enable Standard Report Itemization,
3640,,Enable support for the open source WordPress Portal by Sunset Systems,
3641,,Enable Text Templates in Encounter Forms,
3642,122242,"Enable the Medical Information Integration, LLC Lab Exchange Service.","فعّل دمج المعلومات الطبية, خدمة تبادل المعمل LLC"
3643,122243,Enable the OpenEMR Support LLC Lab Exchange Service.,فعّل دعم البرنامج لخدمة تبادل المعمل LLC
3644,122244,Enable User Certificate Authentication,فعّل تفقد صلاحية شهادة المستخدم
3645,,Enable Version 1 Onsite Patient Portal,
3646,,Enable Version 2 Onsite Patient Portal,
3647,,Enable Version 2 Onsite Patient Portal new patient to self register.,
3648,,Enable Weno eRx Service,
3649,,Enable Weno eRx Service Test mode,
3650,122245,"Enable ZMG, LLC eRx service","فعّل ZMG, LLC eRx service"
3651,122246,enabled,مُفعّل
3652,,Enabled,
3653,,Enabled Client,
3654,,Enabled Services,
3655,,Enables choose due date to message,
3656,,Enables groups module in system.,
3657,,Enables the ability to download documents in the Onsite Patient Portal by the user.,
3658,,Enables the ability to download documents in the Patient Portal by the user.,
3659,122247,"Enables the old Charges panel for entering billing codes and payments. Not recommended, use the Fee Sheet instead.","يفعّل لوحة التكاليف القديمة لإدخال رموز الفوترة و الدفعات. لا ينصح به, استخدم شريحة الاجور بدلا"
3660,,Enables to submit changes for all appointments of a recurrence at once.,
3661,,Enabling EMR Direct phiMail,
3662,122248,Enc,الزيارة
3663,,Enc#,
3664,122249,Encnter,الزيارة
3665,122250,Encounter,الزيارة
3666,122251,encounter,الزيارة
3667,122252,Encounter ,الزيارة
3668,122253,encounter acute inpatient or ED,الزيارة الحرجة لمريض داخلي او قسم الطوارئ
3669,,Encounter Balance,
3670,,Encounter Billing Note,
3671,,Encounter Checkup Procedure,
3672,,Encounter Count,
3673,,encounter data,
3674,122254,Encounter Date,تاريخ الزيارة
3675,,Encounter Diagnosis,
3676,,Encounter Dt / Rsn,
3677,122255,Encounter EDI Record,سجل تبادل المعلومات الإلكتروني للزيارة
3678,,Encounter Esigned,
3679,122256,Encounter Forms,استمارات الزيارة
3680,122257,encounter health and behavior assessment,التقييم الصحي و السلوكي للزبارة
3681,122258,Encounter History,التاريخ المرضي
3682,122259,Encounter ID,رقم معرف الزيارة
3683,122260,encounter influenza,زيارة انفلونزا
3684,,Encounter Information,
3685,,Encounter Information (encounters),
3686,122261,Encounter number,رقم الزيارة
3687,,Encounter Number,
3688,122262,encounter nursing discharge,الخروج من زيارة التمريض
3689,122263,encounter nursing facility,زيارة منشأة التمريض
3690,122264,encounter occupational therapy,زيارة العلاج الوظيفي
3691,122265,encounter office visit,زيارة العيادة
3692,122266,encounter outpatient,زيارة العيادات الخارجية
3693,122267,encounter outpatient w/PCP & obgyn,زيارة العيادات الخارجية لطب اﻷسرة او النساء و الولادة
3694,122268,Encounter Page Size,حجم صفحة الزيارة
3695,122269,Encounter Payment,المستحقات المالية للزيارة
3696,122270,encounter pregnancy,زيارة حمل
3697,122271,encounter preventive medicine - individual counseling,زيارة الطب الوقائي - استشاره فرديه
3698,122272,encounter preventive medicine 40 and older,زيارة الطب الوقائي - ٤٠ سنه فمافوق
3699,122273,encounter preventive medicine group counseling,زيارة الطب الوقائي - استشاره جماعيه
3700,122274,encounter preventive medicine other services,زيارة الطب الوقائي - خدمات اخري
3701,122275,encounter preventive medicine services 18 and older,زيارة الطب الوقائي - ١٨ سنه فمافوق
3702,,Encounter Preview,
3703,,Encounter Provider,
3704,122276,encounter psychiatric & psychologic,زيارة الطب النفسي
3705,122277,Encounter statistics,إحصائيات الزيارة
3706,122278,Encounter Summary,ملخص الزيارة
3707,,Encounter type,
3708,122279,Encounter was coded,تم حفظ الزيارة
3709,122280,Encounter:,الزيارة:
3710,122281,"Encounter: encounter non-acute inpt, outpatient, or ophthalmology","الزيارة: زيارة لحالة غير حرجة داخلي , خارجي او عيون"
3711,122282,Encounters,الزيارات
3712,122283,Encounters & Forms,الزيارات و الاستمارات
3713,122284,Encounters &amp; Forms,الزيارات و الاستمارات
3714,122285,Encounters not authorized,الزيارة عير مصرح بها
3715,122286,Encounters Report,تقرير الزيارة
3716,122287,Encounters Section,قسم الزيارة
3717,,Encrypted File,
3718,122288,Encryption,التشفير
3719,,Encryption key issued by Weno eRx service.,
3720,,Encryption Pass Phrase,
3721,122289,End,نهاية
3722,122290,End (yyyy-mm-dd): ,تاريخ اﻹنتهاء: (سنة-شهر-يوم)
3723,122291,End Date,تاريخ اﻹنتهاء
3724,122292,End date,تاريخ اﻹنتهاء
3725,,End Date From,
3726,,End date is missing!,
3727,,End Date leave blank if ongoing,
3728,,End date must be equal or bigger than start date,
3729,,End date must be later than Begin date!,
3730,122293,End date should be greater than Begin date,تاريخ اﻹنتهاء يجب أن يكون أبعد من تاريخ البدء
3731,,End Date To,
3732,122294,End Date:,تاريخ اﻹنتهاء:
3733,,End of Day by Provider or allow Totals Only,
3734,,End Of Day Report,
3735,,End of report,
3736,,End of Requisition,
3737,122295,End Time,وقت اﻹنتهاء
3738,,End watching server processes for upgrade version,
3739,122296,End-Stage Renal Disease Beneficiary in MCP with Employer`s Group Plan,مستفيد MCP بخطة تأمينيه جماعية فى المراحل اﻷخيرة من الفشل الكلوي
3740,,End-Stage Renal Disease Treatment Facility,
3741,,Ending Account Balance,
3742,,Ending date,
3743,122297,Ending date of service yyyy-mm-dd,تاريخ انتهاء الخدمة سنة-شهر-يوم
3744,122298,Ending DOS mm/dd/yyyy if you wish to enter a range,إنهاء موجه الاوامر شهر/يوم/سنة إذا كنت ترغب في إدخال نطاق
3745,122299,Ending hour of day for calendar events.,أخر ساعة عمل يومي لأحداث الروزنامة
3746,122300,Endo Abnormal Blood,وجود دم غير طبيعي بالتنظير
3747,122301,Endocrine,الغدد الصماء
3748,122302,Endoscopy,التنظير
3749,,ENDO{{Endocrine}},
3750,,Enforce E-Mail in Portal Log On Dialog,
3751,,Engineer,
3752,,Engineering Firm,
3753,122303,English,الإنجليزية
3754,122304,English ,الإنجليزية
3755,,English (Australian),
3756,122305,English (Indian),الإنجليزية الهند
3757,122306,English (Standard),الإنجليزية
3758,122307,Enscript command used by Hylafax.,أمر Enscript مستخدم بواسطة Hylafax
3759,122308,Ensure OpenEMR has write privileges to directory,تأكد من أن البرنامج يملك صلاحية الكتابة للمجلد
3760,,Ensure that Identifying Codes are unique,
